词,背景弹幕评论词数,R,背景词数乘R,wiki词数,wiki权重,词库估计词数,R口径,R分子_全tag总量,R分母_样本总量
共守,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
共鸣,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
关灯,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
其余部分,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
具体做法,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
养儿育,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
养老,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
内地,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
内部矛盾,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
冈仓,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
再出,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
再划,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
再开,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
再画,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
再花,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
再要,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
再长,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
冒出来,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
冒泡,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
写出,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
冬奥,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
冬瓜,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
冬眠,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
冰天雪地,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
冰轮,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
冲击性,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
冲田海,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
冷冷,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
冷落,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
冷门,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
净身,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
凄惨,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
减速,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
凑齐,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
几句,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
几块,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
几好,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
几小时,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
几招,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
几毛钱,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
几瓶,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
几百年,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
凡是,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
凭空,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
凭藉,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
凸显,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
凹痕,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
出來,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
出击,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
出力,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
出原,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
出品,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
出土,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
出場,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
出工,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
出户,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
出格,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
出类拔萃,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
出过,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
出远门,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
分不清,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
分高,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
切成,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
划伤,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
划痕,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
划等号,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
划算,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
划船,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
列位,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
刘华强,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
刘备,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
刚出,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
刚看,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
创作者,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
创新,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
初遇,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
别唱,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
别对,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
别整,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
刮下,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
到处,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
刷屏,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
刷新,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
刻进,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
剁成,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
前世,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
前二,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
前五,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
前摇太长,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
前日,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
前窗,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
剧以,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
剧透,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
剧降,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
副手,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
副本,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
副驾驶,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
割开,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
割痕,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
劇場,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
劇情,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
劇透,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
力度,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
力竭,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
功劳,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
功能性,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
加农炮,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
加持,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
加权,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
加红,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
加群,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
动作片,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
动保,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
动图,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
劳模,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
勇往直前,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
動機,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
包养,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
包夜,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
包容,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
包工,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
包来,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
化学家,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
化州,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
化成,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
北条司,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
区好,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
区当,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
区来,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
区留,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
區別,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
十七岁,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
十二宫,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
十六,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
十几岁,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
十年间,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
千万,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
千年,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
千重,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
千问,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
升级,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
午餐肉,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
半小时,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
半集,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
华佗,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
华发,1,1.1036720331575072,1.1036720331575072,0,1.0,1.1036720331575072,全tag播放量(已抓取1000条求和) / 已抓样本视频播放量(conan_background_sample_videos.csv),3281441.0,2973203.0
