词,score,target_count,target_est_tf,background_count,background_est_tf,wiki_count,idf_from_background
就算,589.7336826356939,21,57.35329209014583,7,13.72570423210255,6,10.282473091671386
诸伏景光,587.6080388804143,24,65.54661953159523,0,54.0,54,8.964734460442639
最好,585.486715979835,20,54.62218294299603,5,8.518360165787536,3,10.718845063201735
小时候,584.49283776463,23,62.81551038444543,11,38.14039236473258,26,9.304912659109174
不想,583.1450542675564,21,57.35329209014583,5,15.518360165787536,10,10.167595146081416
哪里,580.5710173297093,20,54.62218294299603,4,9.41468813263003,5,10.628850515469074
同人,580.4132403210801,18,49.15996464869642,2,2.2073440663150143,0,11.806624444683587
整个,577.535765804138,19,51.891073795846225,3,5.311016099472521,2,11.12977095205859
不管,569.9033375445349,19,51.891073795846225,3,6.311016099472521,3,10.982685380277378
表白,569.0949570167248,21,57.35329209014583,1,20.10367203315751,19,9.92262059032709
当年,568.2113372889469,22,60.08440123729563,6,32.62203219894504,26,9.456886073389816
三连,567.8727940246313,20,54.62218294299603,11,12.140392364732579,0,10.396376772734733
龙平,566.8501216727885,16,43.69774635439682,0,0.0,0,12.97206764567511
双厨,566.8501216727885,16,43.69774635439682,0,0.0,0,12.97206764567511
爆处,566.8501216727885,16,43.69774635439682,0,0.0,0,12.97206764567511
剪辑,566.8501216727885,16,43.69774635439682,0,0.0,0,12.97206764567511
最近,564.673424161184,20,54.62218294299603,9,12.933048298417564,3,10.337804052073128
所有,561.6511263197084,20,54.62218294299603,7,13.72570423210255,6,10.282473091671386
