视频标题,BVID,用户名,评论内容
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,zezeTAYLOR,这部完全变成函馆旅游宣传片了…
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,梦灵Yuurei,我还挺喜欢这种划水的剧情
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,靘靘靘靘,坐等堕天使
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,42580718431_bili,眼睁睁看着剧场版从M1-7的悬疑推理 逐渐变成8-12的剧情 以及13+的动作片。。
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,_乔木而已_,鱼影里，柯南的结论为啥是“凶手是宾加”而不是“凶手是宾加的联络人”呢，我一开始还以为是后者
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,梅肥鲸,[大哭][大哭]可...是
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,浩哥g吖,肮脏政治家的后代只会成为肮脏政治家。——安倍晋三
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,造塔的耶底底亚,这一部和前期的比 差了一些  但是看了后面的再回顾这个  又觉得这个还不错，属于比上不足比下有余  ~我个人感觉这部才是柯南剧场版的分水岭
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,yiliu31,前十部剧场版的含金量。不过有一处个人感觉有点牵强，就是当判断犯人和工藤新一有仇时，就联想到新一破获案件中影响最大的市长案，怀疑是这起案子犯人有关的人。
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,XwX___TwT,我才发现几个月前在电影院看到的剧场版就是这一部[笑哭][笑哭][笑哭]
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,好男友拉比,原文： 26个字母在空中飞舞  “命运的宝石”  前来拜领  ——怪盗基德
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,蛋挞它妈,我心中永远的最强，我儿子现在还看不懂，他现在喜欢的是解密的仁王之石篇，对他来说已经是最刺激了。哈哈哈。
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,糊汤粉加油条,印象中从绝海的侦探开始，没一部能看的
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,空の指揮官,贝克街的乌托邦反讽真的是太牛了。 电影“假装相信”一个解决方案 观众因为更了解现实而不相信 两者之间形成张力 → 批判完成
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,神祈宝贝训练师,正常，生化危机也是一步步从解谜游戏走到动作游戏的
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,一束薇尔莉特,剧场版是越来越不行了，这几年的没一部能看的
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,BH8RDL,从小看到大啊感慨啊[笑哭]
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,利刃出鞘华尔兹,我就说嘛，被震荡弹这么近距离爆破，和叶怎么可能听得到表白啊！
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,_Moiss,话说赤井秀一这套衣服穿几年了，这个衬衫夹克，为啥每次都是这套，工藤家名誉长子不配换衣服吗[笑哭]
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,_Moiss,对我来说异次元的狙击手最爽的部分是结尾你的好友赤井秀一上线哈哈哈，为一句话看了部电影，这部也不差所以我当背景音放过好几次，还可以了，不震撼不无聊，然后主题曲还不错，绿帽之拳那首我也挺喜欢
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,好好摔跤,最爱m5
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,富擘,666
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,mini_1235,催更
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,水果哪有橙子好吃,众所周知，八个蛋在日本小摊都有卖[微笑]
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,hiyanpang,讲道理，就这一脚打数据目前京极真都没有对应的表现啊[笑哭]
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,彡Poseidon彡,。。熊孩子里的诸星&碇真嗣。。灰原哀&绫波丽。。可惜远山和叶&明日香没来。。不然这游戏真的就是eva团建了[笑哭]
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,问到太虚,京极真：你太弱了，请稍等我加个负重，这样才是公平决斗，然后把园子背上～！[喜极而泣][喜极而泣][喜极而泣]
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,一名想当飞行员的飞友,专程来看747
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,问到太虚,柯基鸡兰哀青和红，这八角交叉恋情好复杂喔～！[笑哭][笑哭][笑哭] 柯基+柯鸡+柯哀+新兰+平和+平红+基青[喜极而泣][喜极而泣]
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,多喝亿杯水,自从看那个雪山滑雪的那部之后，后面再没有看过全都是史中史，骗情怀圈烂钱[呆]
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,低调茶叶蛋,我觉得这一部挺好看的
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,J委员长的大号,我觉得看完后面几部，业火的向日葵并没有那么烂，回味一下有感动有基德有大场面
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,低调茶叶蛋,柯南剧场版还是非常精典的IP
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,cahar-_-,但是一想到基德帮柯南解围鸽子飞走的时候他用的技巧是往自己身上盖一块黑布然后跑掉就难崩[笑哭]
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,志高五柳,2025年年底，计时引爆摩天楼要重映了[呲牙]
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,低调茶叶蛋,贝克街应该是排名第一
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,低调茶叶蛋,柯南剧场版这个IP还是非常经典，up讲的也很好👍
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,飞天小猪波克比,啊？基德老爸没死？能不能红方有死的，这一个个都不死，黑方怎么办
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,caozhino1,M11讲的就是，柯哀cp，小兰和园子cp
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,教你卷阿婆卷的up主,感觉这部把安室刻画成那种为达目的不择手段的角色，非红非黑，只为他的“爱人”(什么时候能听见这句不笑)[笑哭]
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,Jushbw,这个m27我看的时候真无敌了，柯南追反派追不上直接用滑板飞到缆车线上，平次骑摩托抓住飞机然后再登上来，飞机里的圣也不惯着他直接开自动驾驶从驾驶舱走出来站到飞机机翼上，俩人在机翼上拼刀，忽略飞机速度风的阻力能不能让他俩站稳都难说他俩居然在拼刀 。。。还有掩护柯南那段，我就纳闷这路上只有反派没有平民吗你们搁那震荡弹轰炸。还有几个人抢空箱子那段，大街上开枪平民怎么办，而且有抢怎么还和圣拼刀最后还全被撂倒了    还有最后那震爆弹掉了也太刻意了，就正好落在平次和叶旁边  其实前面推理我觉得也是虚构推理 就这一部是真不好看
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,君为伊人あ,M28独眼的残像什么时候出一下？
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,bili_91241276799,贝克街应该给富家二少看，普通人能引起啥感情，评论区那么多人“心中第一”、“封神”还共情上了，评论区都是富家二少？
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,惊鸿为什么不闪,m8之前真是所向披靡。。。每个人的人设都做的很好很真实。。。尤其是兰。小时候一口气补到m6剧场版真的没办法不爱上兰
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,Van-Hohenheimu,怎么没更m28
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,孤独的隐藏者,不过柯南那个成年那个练枪的那个画面在哪里能看谁能告诉我
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,孤独的隐藏者,就看导演他能拖多久了只要他能拖到好的那种告白场地就行拖不到好的80厘米长的大刀架在他脖子上看他拖不拖的好
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,孤独的隐藏者,平次，你要不给我个说法你在外面跪地板跪到死我也不理你哈哈哈哈哈哈哈哈
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,千与闲人,什么时候上新剧场版？[星星眼][星星眼][星星眼]
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,冬雪予礼,从零的执行人开始，后边出的都没看过了，有没有值得看的
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,XX星火HH,B站评论只需要超过15个字就可以加晶叶，早日变成lv6硬京会员，所以我遇到每个视频都会发一遍这段文字哈哈[doge]
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,EoxFox,这一集应该借鉴的是阿加莎的ABC谋杀案。
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,MakeAuthor,儿玉是懂巅峰兰的[doge][妙啊]
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,初衷不换丶,什么时候来独眼的残像
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,_537重度依赖_,为什么，没有人给我讲那段历史，我想听[大哭]
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,麟箜月,说实话人工呼吸真没什么但来一局kiss就有点故意的感觉了
【完结合集】一次性带你看完28部柯南剧场版！,BV1a3411Z72h,贝吉塔也喜欢看柯南哦,我心中前是10： 1.贝克街 2.倒计时 3.世纪末的魔术师 4.十字路口 5.摩天楼 6.镇魂歌 7.银翼中的魔术师 8.目标 9.暗杀者 10.追踪者
