标签名,标签ID,接口报告总稿件数,BV号,标题,播放量,评论数_reply,弹幕数,时长秒,UP主MID,UP主昵称,页码_抓取时
名侦探柯南,8881,1000,BV1g8R5BhEwo,名侦探柯南  苍蓝宝石的轮舞曲〖被紧闭的大门〗（一）,22,0,0,3122,13488544,黑籽W,29
名侦探柯南,8881,1000,BV1GbR5BwEnC,【仓木麻衣】「Secret of my heart」AI编曲 金属翻唱,420,1,0,294,3311551,百年の树袋熊,29
名侦探柯南,8881,1000,BV1VxR5BPEJy,盘点《怪盗基德1412》中宝石的现实原型（1）,1129,2,0,58,3706970469042616,钱嘉彤,29
名侦探柯南,8881,1000,BV1MiR5B4Ewe,【漾存】最新视频已上线，快来围观！,5,0,0,33,3546703422557020,漾存,29
名侦探柯南,8881,1000,BV18aR5BFEL8,当你喜欢的角色变成兔女郎--贝尔摩德篇,349,1,8,36,188874643,七濑巧风SD,29
名侦探柯南,8881,1000,BV1vGo3BAEwU,金田一少年之事件簿短篇集漫画电子书,162,0,0,81,3546606819346629,麦老读物帝电子叔,29
名侦探柯南,8881,1000,BV1j7R5BzEYT,工藤：老弟，你自求多福吧！,1339,0,0,17,408265706,氷夢_,29
名侦探柯南,8881,1000,BV1BVR5BGEZi,《名侦探柯南：高速公路的堕天使》「SCREENX」 「ULTRA 4DX」 日本上映预告。,503,1,0,91,3546859832346810,柯语新讯DCN,29
名侦探柯南,8881,1000,BV1LpR5BKEnx,由108个动漫，剪出高燃Centuries！,276,2,0,234,3546930047093085,是我梦幻,29
名侦探柯南,8881,1000,BV1jJR5BMEFC,惊叹这一块/.,128,0,0,24,3546923367664146,轩晨漫剪,29
名侦探柯南,8881,1000,BV1cQR5BjEPX,【地理学123】Up主探索中，欢迎收看求三连！,30,0,0,61,3546583828269512,地理学123,29
名侦探柯南,8881,1000,BV1Q1R3BXExk,月光下的魔术师泡泡玛特共鸣名侦探柯南怪盗基德布衣可动人偶开箱测评,890,2,1,126,352598999,不专业模玩,29
名侦探柯南,8881,1000,BV13V9aBGE8r,柯南预告 | 第1259集 「快递失窃频发」,4762,39,2,31,3546874713737786,名侦探柯南中国官方,29
名侦探柯南,8881,1000,BV1k4oNBbEoj,童年女神步美第2部,408,2,0,61,1285806983,孤独的天空Al,29
名侦探柯南,8881,1000,BV1PkR5BpE7b,名侦探柯北,584,0,0,12,3493111703537928,滋尔滨这是,30
名侦探柯南,8881,1000,BV1PkR5BpEZZ,偵探們的銷魂曲台配國語8怪盜基德(原配翻配官志宏版),551,2,0,229,6100325,Mr-Blake的台配翻配,30
名侦探柯南,8881,1000,BV1TqR5BdEpF,【名侦探柯南】这什么女儿那，为了复合而不顾妈妈的感受？毛利兰对于小五郎和毛利兰对于英理,1645,43,3,141,515483337,情绪不定的小仔仔,30
名侦探柯南,8881,1000,BV1P2R5BSEVU,平价灰原哀痛耳机分享💜吃谷人的电子吧唧 灰原哀痛耳机来啦！,2,1,0,76,1899995699,膳幽粗贡Pb3,30
名侦探柯南,8881,1000,BV1w2R5BSEmJ,平价灰原哀痛耳机分享💜吃谷人的电子吧唧 灰原哀痛耳机来啦！！！本来对200以下的耳机没什么期待的,2,1,0,76,3546792276789619,_d_h-,30
名侦探柯南,8881,1000,BV1mnRLBxENm,氷の上に立つように cover 小松未步,94,2,0,235,33899776,倉木泉子,30
名侦探柯南,8881,1000,BV19NRLBiESm,名侦探柯南小舞,4614,3,0,48,3546888984857172,bili_77465580725,30
名侦探柯南,8881,1000,BV12HRLBREDU,【玖染乙】最新视频已上线，快来围观！,3,1,0,24,3706979843312260,玖染乙,30
名侦探柯南,8881,1000,BV1vNRLBqEsK,新兰约会,28,0,0,44,514900657,魇雷花缢龘鬿聻,30
名侦探柯南,8881,1000,BV134RGBREY9,《名侦探柯南》大结局be like：,244,9,0,236,610709876,自己の英雄,30
名侦探柯南,8881,1000,BV1pARGB3EPQ,名侦探柯神（15）,178,2,2,2571,3546980145956906,柯学推理之神,30
名侦探柯南,8881,1000,BV15GRMBUEjD,灰原哀，甜妹穿搭,566,6,0,50,3461562249513584,星X壁纸,30
名侦探柯南,8881,1000,BV1BsRuBbEY8,【虚假的龙傲天主角/独立大女主vs真正的进步型主角】！金发妹打掉“卫庄”月髓的那一刻，历史发生了巨变！火麟飞孝子咋就不敢和灰原衰孝子干一架呢？,795,22,14,578,3546734275857016,打擦斗士孙悟空,30
名侦探柯南,8881,1000,BV1u8RGBXEHy,【翻唱】③⑧⑨爱内里菜&三枝夕夏-Still for your love (rearrange version) 389/500,9,0,0,239,3546602509699156,板橋唱K,30
名侦探柯南,8881,1000,BV1u8RGBXEMA,她为他的不见而伤心难过，他为她不要为他难过而宁可忘了自己,1169,8,0,166,3546844531526543,丽妤瑾,30
名侦探柯南,8881,1000,BV1oLRGBAEiE,【翻唱】③⑧⑧三枝夕夏 IN db-君と約束した優しいあの場所まで  388/500,8,0,0,299,3546602509699156,板橋唱K,30
名侦探柯南,8881,1000,BV1FmRGB3E1w,柯南当然是为了小兰啦,603,7,0,78,2142944945,方冠杰,30
名侦探柯南,8881,1000,BV1qoRGBNEsc,＃二次元＃名侦探柯南,13,0,0,13,3706980556343557,我的挚爱小兰,30
名侦探柯南,8881,1000,BV14fdHBmEAR,【名柯】孤独的美食家之名侦探柯南篇♥美食集41期,84,1,0,203,408367402,郑在剪cut,30
名侦探柯南,8881,1000,BV1iV9mBtEpF,【炮姐生贺作】【小泡菜纪念】巴士一公司 36路小泡菜 卢浦大桥→东新路光复西路,461,0,0,3166,1898367467,髙鉄愛好者,30
名侦探柯南,8881,1000,BV1QNRVBZE6r,【琴哀/GS】宿命般的悲剧,138,0,0,58,499656519,云落矿山,31
名侦探柯南,8881,1000,BV1zYRVBzEXQ,名侦探柯南，蹦蹦跳跳灰原哀,438,0,0,61,1285806983,孤独的天空Al,31
名侦探柯南,8881,1000,BV1zYRVBzEC9,灰原哀高清壁纸！,982,37,0,27,431148656,动力几何,31
名侦探柯南,8881,1000,BV1XZRgBRErp,名侦探柯南第86集冷知识：动画原创最高收视集,69,0,0,303,44623713,洛克Max,31
名侦探柯南,8881,1000,BV1VZRgBdE3D,京极“神人”,1826,6,0,244,499478901,贪生怕死の狼,31
名侦探柯南,8881,1000,BV1XyR3BWEgB,平价灰原哀痛耳机分享吃谷人的电子吧唧 灰原哀痛耳机来啦！,0,1,0,76,492791488,心肌细胞8527,31
名侦探柯南,8881,1000,BV1FsR3BMEZH,安室在M29就像个背景板NPC走过场,3939,6,0,112,16219537,絶対女王,31
名侦探柯南,8881,1000,BV1CHR3BuE4p,开局，儿子把我坑成大佬,20,0,0,285,668404389,太阳好看短剧,31
名侦探柯南,8881,1000,BV1BhR3BAEbp,哀,23,1,0,20,647411399,Legend-Of-Link,31
名侦探柯南,8881,1000,BV1PcRGBCE1A,【名柯】再发一次,314,8,0,17,3546827276159967,就是爱磕快青那咋了,31
名侦探柯南,8881,1000,BV16TRGBBEzi,很难评,229,1,0,479,86466557,在天花板上暗中观察,31
名侦探柯南,8881,1000,BV1sFRGBVEzD,【柯哀】劳动节/柯哀日快乐~,1001,30,46,174,3546854664964154,米米世界十年牢玩家,31
名侦探柯南,8881,1000,BV1JTRGBBEiz,孤独的树,90,0,0,23,3546580091144818,吹吹いぶき山の風,31
名侦探柯南,8881,1000,BV1nTRGBBEmR,五年级的事,38,0,0,163,3546957404441071,初一小孩,31
名侦探柯南,8881,1000,BV1HPRGB6EUC,【高清版】名侦探柯南剧场版M29《高速公路的堕天使》开场白,591,2,0,174,3546635711810352,柯资探,31
名侦探柯南,8881,1000,BV1sRR3B2Eqy,《名侦探柯南》是青山刚昌送给高山南的情书？,2213,20,15,302,10336029,你不要再看B站了,31
名侦探柯南,8881,1000,BV1K3RuBuESE,【AI毛利兰】有只僵尸在你的草坪上,1334,10,0,165,441476771,锦衣行汤姆,31
名侦探柯南,8881,1000,BV1PLRuBiEUy,【柯南数码重映】TV 102 特别片头,154,0,0,13,351003157,qlya2010,31
名侦探柯南,8881,1000,BV1VoRMBUE4r,Billboard日本动漫周榜 2026年第17周 榜单大变 王者不变,569,2,0,953,985787,逍遙の聖,31
名侦探柯南,8881,1000,BV1gARuByEyU,规则怪谈与本格推理的双重解谜，带你沉浸式体验国产推理小说《西艺馆四日谈》3,1598,12,7,1826,88812573,红色-笑脸,31
名侦探柯南,8881,1000,BV1QFRuB1EGy,【2026年/4月】名侦探柯南M29高速公路上的堕天使开场白,1631,0,0,174,325268185,wanh478,32
名侦探柯南,8881,1000,BV1DwRuB5EfF,赤安对打但是AIZO,173,0,0,85,305778852,尤路西库,32
名侦探柯南,8881,1000,BV1ihRuBsED8,一口气看完午夜照相馆,386,0,0,797,3546701231033197,东厂菜头,32
名侦探柯南,8881,1000,BV1qhRuBsEw6,“小兰最近对我好冷淡”(挑战配音),496,2,0,66,3494375071942753,平井柯南,32
名侦探柯南,8881,1000,BV1iaRuB9Eqk,新作上线，快来看看！,14,0,0,382,1108431787,bili_86469327389,32
名侦探柯南,8881,1000,BV186RuBEE2Y,梅兰竹菊多悲惨【鬼灭/名柯/狐姑/斗罗】,219,11,0,260,3546383946614954,独留清醉,32
名侦探柯南,8881,1000,BV1QBRuBSEDe,【带派王的_福_】最新视频来袭，快来看看吧！,0,0,0,163,3546887386827132,带派王的_福_,32
名侦探柯南,8881,1000,BV1kERuBYE2q,"你有感觉了吗 ""周防有希 ""二次元动漫 """,986,1,0,27,3493119716755869,修猫学长,32
名侦探柯南,8881,1000,BV1rnRuBwEDa,A1银合来白云村学种地,42,0,0,391,3494376858716278,无尽大火,32
名侦探柯南,8881,1000,BV1BtRuBtEXs,看柯南,143,0,0,483,3546784714459587,高成136,32
名侦探柯南,8881,1000,BV1qbRuBdE5k,A1银合来月光村学钓鱼,127,0,0,349,3494376858716278,无尽大火,32
名侦探柯南,8881,1000,BV1ibRuBdE2o,这个老头才是真正的电车痴汉,3951,2,0,113,538481039,三金动漫社,32
名侦探柯南,8881,1000,BV1fxRuBZEfk,CHC动画电影频道播出名侦探柯南:纯黑的恶梦片头(2015.01.05),78,1,0,160,3546626434009752,麦咭儿子,32
名侦探柯南,8881,1000,BV11dRuBMEjd,【现场1080P】生物股长 - ハルウタ(Music Station 20100312)【第11名前锋ED】,149,0,0,183,860996,AyanoAyu,32
名侦探柯南,8881,1000,BV1sdRuBMEpc,【PV720P】生物股长 - ハルウタ【第11名前锋ED】,77,0,0,294,860996,AyanoAyu,32
名侦探柯南,8881,1000,BV1nwRgBPEaN,😉😉😉#名侦探,30,0,0,52,3706969286249445,知秋不等,32
名侦探柯南,8881,1000,BV1HwRgBPE4k,吴兆轩  轩轩唱歌   新志漫剪  柯哀漫剪   新志一柯哀漫剪 新志吧一柯哀吧漫剪,5,0,0,13,1371644056,吴兆轩CQPtQin,32
名侦探柯南,8881,1000,BV1t1RTBTE4A,为了达到目的对自己的学生下毒手，我不配做老师！,6718,4,0,482,589756851,忆樱之夏,32
名侦探柯南,8881,1000,BV18yRuB1Eu8,老太分300万给子女反被弃,676,0,0,207,3706976942950564,布布6-7,32
名侦探柯南,8881,1000,BV1FrRMBfEbm,和清冷女教师的冰恋爱日常,13,0,0,267,3706979597944897,显y孤P,32
名侦探柯南,8881,1000,BV1xXRuBgEoH,【朋友收集×名柯】别再演三角恋剧情了,443,5,2,57,835876,苍白妄想,33
名侦探柯南,8881,1000,BV1s9RuBzEqW,基德,600,0,0,39,3546715357448876,赫梦中游,33
名侦探柯南,8881,1000,BV1s9RuBzECw,用最普通的笔，画古早风柯南,492,4,0,168,3691009946946489,漫爆天星,33
名侦探柯南,8881,1000,BV1hpRgBSESQ,名侦探,555,1,0,32,592960270,证明ice有罪论,33
名侦探柯南,8881,1000,BV1gpRgBSEY5,生女被嫌 月子里受尽委屈,4,0,0,207,3706979233040643,小布607,33
名侦探柯南,8881,1000,BV1QpRgBSECJ,快看，是小兰姐！,11,1,0,11,3706934590966390,鹿野ya-,33
名侦探柯南,8881,1000,BV1i29CBEEK7,【台配国语】玩命零头,244,4,0,95,1488617659,瑪利歐路易吉,33
名侦探柯南,8881,1000,BV1aHRgBnEdy,带彩页的柯南漫画都有哪几本嘞？柯普一下！🔍,870,8,1,83,210254256,一颗氧化菠萝,33
名侦探柯南,8881,1000,BV1uxRgBmE6L,宋明玉舞厅丑事全小区都知道了,850,0,0,187,3706955289856060,露夏初,33
名侦探柯南,8881,1000,BV1UtRgBjESX,张桂英霸气全款拿下三套房,5,0,0,207,3706976947145563,小布6-7,33
名侦探柯南,8881,1000,BV1MtRgBjEs7,这个小男娘有点灰原哀的感觉,263,2,0,12,35333733,DoctorRiverS,33
名侦探柯南,8881,1000,BV1qKRMBXEii,【柯哀】风雨兼程！从工藤新一到江户川柯南的蜕变。,1584,23,11,931,1261942369,灰色与青G,33
名侦探柯南,8881,1000,BV1dDRMBQEDs,妃英理，休闲穿搭,3418,21,0,50,3461562249513584,星X壁纸,33
名侦探柯南,8881,1000,BV1EMRgBFEoe,我的眼中只有你！,4267,14,0,34,526392976,是耀晨啊,33
名侦探柯南,8881,1000,BV1EuRgBbEAn,ubx｜开箱好价兰谷～生日谷阵筹备中,763,2,1,113,20309592,维依Yvaine,33
名侦探柯南,8881,1000,BV17uRgBbEYU,〖谷子开箱〗虽然但是还是发一下吧,150,0,0,42,676673559,Jessy笔神,33
名侦探柯南,8881,1000,BV1FrRMBfEt2,和清冷女教师的冰恋爱日常21,0,0,0,262,3706979597944897,显y孤P,33
名侦探柯南,8881,1000,BV1YERgBpEWi,49.我本可以容忍黑暗，如果我不曾见过太阳 #名侦探柯南 #渡月桥思君 #唐红的恋歌 #小提琴 #神仙bgm,2,0,0,29,1292105344,渡川赴月ty,33
名侦探柯南,8881,1000,BV1LLRgBsEJg,仓木麻衣「花言葉」花语  ミュージックビデオ,94,4,0,335,3706965064681956,無敌神拳,33
名侦探柯南,8881,1000,BV1eERgBpEwH,今天不玩黄油，今天看柯南！！,135,0,0,97,3546617667914257,最初-en,33
名侦探柯南,8881,1000,BV1ehRTB2Ese,名场面,2553,2,2,283,2129186566,鱼空晓,34
名侦探柯南,8881,1000,BV1ehRTB2EYP,仓木麻衣「Serendipity」,25,0,0,279,3706965064681956,無敌神拳,34
名侦探柯南,8881,1000,BV1ehRTB2E98,仓木麻衣 Cover的ZARD的「負けないで」,181,3,0,254,3706965064681956,無敌神拳,34
名侦探柯南,8881,1000,BV1ehRTB2E6Z,仓木麻衣  You can,96,0,0,269,3706965064681956,無敌神拳,34
名侦探柯南,8881,1000,BV1ehRTB2ErV,仓木麻衣「今宵は夢を見させて」ミュージックビデオ,40,0,0,102,3706965064681956,無敌神拳,34
名侦探柯南,8881,1000,BV1q4RTBJEtt,评分9.9！柯南朗姆现身之作！细节讲解柯南经典案件《黑衣组织的谋略》！！,92531,119,391,1555,107633687,97年的王长歌,34
名侦探柯南,8881,1000,BV1SkRTBuEzw,真相，怎么会这么抽象！,287030,470,1088,822,3546914666580171,吟游诗人AT,34
名侦探柯南,8881,1000,BV1piRMBAEHE,你会选哪个角色来当你男友？,30567,48,33,144,252120138,你的小萌先生,34
名侦探柯南,8881,1000,BV1F59YBhE6S,两个人都怕对方干掉柯南,3344,6,1,24,9217318,工藤小新新丶,34
名侦探柯南,8881,1000,BV1jrdYBfEkM,3dmax-【名侦探柯南】柯南角色模型制作教程。3dmax建模基础教程,263,0,0,9036,7895980,Alan安澜小可爱,34
名侦探柯南,8881,1000,BV12qdaBkE7i,【名柯】孤独的美食家之名侦探柯南篇♥美食集19期,63,1,0,180,408367402,郑在剪cut,34
名侦探柯南,8881,1000,BV1R8r1B9EP8,鬼鬼拆卡 260115 海绵宝宝+蜡笔小新+哆啦A梦+花语霓裳+名侦探柯南拆卡直播录屏,391,0,0,13590,399512543,炸鸡大王李叮咣,34
名侦探柯南,8881,1000,BV1zERTBREfr,【名侦探柯南MMD】デーモンロード/恶魔领主【怪盗基德（黑羽快斗）】,333,1,1,160,409781036,星羽_Hachimi布丁喵,34
名侦探柯南,8881,1000,BV1r7RTBxEja,我又改画了😋,9654,134,9,47,3546957437995698,云一棠,34
名侦探柯南,8881,1000,BV1yXRTBaENM,二次元中那些Happy Ending的告白，与新兰的对比,1115,16,1,551,214296878,贤狼麦穗,34
名侦探柯南,8881,1000,BV16wRMBxE3i,一口气看完！《名侦探柯南》 🔍全案件评分数据可视化🔍,18764,176,208,465,443610657,之徙zx,34
名侦探柯南,8881,1000,BV1fwRMBxEzn,【柯哀】为灵魂伴侣的情意干杯！,898,11,32,39,191123354,青山刚圣,34
名侦探柯南,8881,1000,BV1EFRMBoEdZ,靠在墙角里躲雪の灰原哀,1050,2,0,117,140376932,Mr雄哥,34
名侦探柯南,8881,1000,BV1sQRTBAEtQ,“家夫杀回来了”,697,4,0,17,514123664,奥奥Clematis,34
名侦探柯南,8881,1000,BV1N8RMBTEEG,“听说帝丹高中的工藤学长和毛利学姐在谈恋爱”,2801,25,12,175,81828537,777辞忧,34
名侦探柯南,8881,1000,BV1h7RMBLEA1,名侦探柯北系列,1174,2,0,10,3493111703537928,滋尔滨这是,35
名侦探柯南,8881,1000,BV1a7RMBLEoW,柯哀漫画分析：灰原哀初登场，大学教授被杀案篇,493,3,0,337,31627375,Mini鱼666,35
名侦探柯南,8881,1000,BV1T4RMBuETn,孤雏,231,1,1,204,508480413,Hahahahaxswla,35
名侦探柯南,8881,1000,BV1mtRMBBEPu,真正的猫露露,36,0,0,11,3706968554343357,轩仔不是轩xz,35
名侦探柯南,8881,1000,BV1qNRMBWEkH,空白圆桌,104,3,0,89,3546981993547831,一起来吃五花肉,35
名侦探柯南,8881,1000,BV1jNRMBWEd9,【言默动画】最新视频上线，求关注！,127,2,0,16,3546890813573923,言默动画,35
名侦探柯南,8881,1000,BV17KRMBXEEC,【综合质量对比】《贝克街的亡灵》VS《雪岭熊风》,643,16,101,37,3546894682818598,_琳_琅满目,35
名侦探柯南,8881,1000,BV1FrRMBfEiD,【名柯系列】《水手说》在受人欺负的时候,2002,1,3,24,244857361,阿笠博士音乐研究所,35
名侦探柯南,8881,1000,BV1FCRMBtE7C,柯南又逆天了！被困水坝中央，不靠道具靠飙高音报警？这操作我是第一次见！,8977,13,1,201,3546631758678270,雪梨小子,35
名侦探柯南,8881,1000,BV19XRMBnEXR,【0501柯哀日】Superman,174,4,1,79,1608037128,FlowerisLove,35
名侦探柯南,8881,1000,BV1PYRMBNERd,毛利兰,1457,9,2,90,14304368,右转向下,35
名侦探柯南,8881,1000,BV1T8RMBTEPz,最新视频上线，求关注！,3,0,0,140,1108431787,bili_86469327389,35
名侦探柯南,8881,1000,BV1PeRMBeELT,平a骗大招这一块/.,1283,0,1,32,514123664,奥奥Clematis,35
名侦探柯南,8881,1000,BV1K8RMBTEpN,雪莉的工作装,838,11,0,50,3461562249513584,星X壁纸,35
名侦探柯南,8881,1000,BV1m1dmBpEzr,童年女神可爱的灰原哀和毛利兰2,435,2,0,61,1285806983,孤独的天空Al,35
名侦探柯南,8881,1000,BV1wzRMBcEGs,【闲聊向-新兰】有人说，时间线才半年，见了五六次，比异地恋见得还多，小兰哪有什么需要痛苦，等待的，事实是这样吗？,272,24,3,998,3546711179921560,爱看动漫但咸鱼,35
名侦探柯南,8881,1000,BV1c6RMB8EvS,【还原柯南TV版编曲】愛内里菜 - START,186,2,0,240,227128192,EddieRon,35
名侦探柯南,8881,1000,BV1cqRMBaEkU,【名侦探柯南声真似/生肉】大家都很活跃？高速公路版Among Us【灰原哀视角】,590,12,3,7936,2158416,Murasame_Akari,35
名侦探柯南,8881,1000,BV1wqRMBaEcD,柯南老粉才知道这些经典台词！,32008,8,5,188,252120138,你的小萌先生,35
名侦探柯南,8881,1000,BV12rRNBwE9u,大侦探学习与借鉴最多的一集，第四季与金田一，柯南，侦探学院的对比【,1495,3,0,1163,1258064236,是三蛋呢,35
名侦探柯南,8881,1000,BV1brRNBwEPH,柯哀日快乐～｜谷子开箱｜tcg8弹｜配平小巧思｜努努,851,11,1,54,164121688,请叫我Vera,36
名侦探柯南,8881,1000,BV15L9iB4EL3,²º²⁶/₀₅.₀₁ 柯哀日快乐！在b站给柯哀过的第二个柯哀日～,953,12,1,232,123336778,-桃桃小猫咪-,36
名侦探柯南,8881,1000,BV12kRNBhEM4,工藤新一生贺预热,707,8,0,10,2017968908,稚冰_终于开智版,36
名侦探柯南,8881,1000,BV1pURNB4E1E,王从天降,11,0,0,48,527250019,吼吼那就在靠近一点吧,36
名侦探柯南,8881,1000,BV1y1RNBbEy8,看动画就上推特,30,0,0,48,527250019,吼吼那就在靠近一点吧,36
名侦探柯南,8881,1000,BV1MJRKBKErF,名侦探柯北厕所,1004,0,0,12,3493111703537928,滋尔滨这是,36
名侦探柯南,8881,1000,BV1ujRKBME9y,【KTV字幕】I can't stop my love for you『名侦探柯南OP11 | 爱内里菜』,391,4,0,520,3494356589742209,红莲wind,36
名侦探柯南,8881,1000,BV1uJRKBKELc,当我和同学一起看柯南,492,17,1,24,491475359,阿狐_呀,36
名侦探柯南,8881,1000,BV1Sy9vBmEPS,谁能拒绝麦和名侦探柯南联名手表盲盒的魅力,6,1,0,19,3706948887251878,好物治愈小流年,36
名侦探柯南,8881,1000,BV11N9YBiETY,柯南可太了解基德了,1850,3,0,56,1509411433,Lotus__o,36
名侦探柯南,8881,1000,BV1G3RKBrEPY,【名侦探柯南/朋友收集】柯哀的恋爱日常,509,0,0,819,678717800,KL糖军,36
名侦探柯南,8881,1000,BV1GVRKBgELC,柯南你怎么黑化了？,133,0,0,60,249179977,白给阿太,36
名侦探柯南,8881,1000,BV1LMRKByEKV,名柯中最可怕的一集！,437,0,0,74,249179977,白给阿太,36
名侦探柯南,8881,1000,BV15MRKBCEvG,把回忆拼好给你,515,3,1,181,255126824,花海半岛,36
名侦探柯南,8881,1000,BV15MRKBCEFg,【名柯团体翻唱】巡光｜少年意气，永不言弃,768,4,2,21,3706936144955819,问鼎苍穹X,36
名侦探柯南,8881,1000,BV1R29aBUEFX,“最可爱的小哀也喜欢摆最萌萌哒的姿势💫”【灰原哀】,795,12,2,21,452745838,苹果屋的Shirry,36
名侦探柯南,8881,1000,BV1vE9bB3EHr,开箱日记385｜收到超萌的小哀拼豆啦！,1332,11,0,236,636827425,可爱可以当饭吃的,36
名侦探柯南,8881,1000,BV1d1RKB7ETb,琴酒询问毛利小五郎和雪莉之间的关系,2633,7,2,140,473957426,1号搬运频道,36
名侦探柯南,8881,1000,BV1niRKBsEWY,[智斗]齐夏vs工藤新一,521,16,0,34,526647705,于虚无中归寂,36
名侦探柯南,8881,1000,BV1yMRTBaEoK,老高与小莫 | 助眠系列 | 柯南系列合集 | 无尾音+轻柔白噪声 超好入睡,20222,2,1,23326,3706968317364922,TimeLab沉浸空间,36
名侦探柯南,8881,1000,BV1yMRTBaEZv,赤井秀一竟称琴酒是情人！琴酒被射中撤退,658,0,0,41,473957426,1号搬运频道,37
名侦探柯南,8881,1000,BV1TPRTBKEbS,【搬运·MMD警察学校組】絶頂讃歌と乙女解剖,79,1,0,402,1826756421,elEnaa_913,37
名侦探柯南,8881,1000,BV1TNRTBvEnf,我心中小兰与新一的爱情不是神仙爱情,899,15,0,570,3493137727097653,江户川柯南AX4869XX,37
名侦探柯南,8881,1000,BV1TNRTBvEXf,谨以此视频献给松田阵平和萩原研二！,746,7,1,806,1929067379,打烊4869,37
名侦探柯南,8881,1000,BV1A5RTBbEqA,塑造对比：毛利兰vs灰原哀,451,13,66,81,3546716361984663,细菌军团的小紫,37
名侦探柯南,8881,1000,BV1k5RTBtEZH,自己剪的，朋友帮我修了一下૮ ・ﻌ・ა#擅长捉弄人的高木同学#牛仔装,144,5,0,27,3546940302166896,喜欢杰伦和高木同学,37
名侦探柯南,8881,1000,BV1QdRKB6EGc,【4K·Hi-Res无损／特效中字新曲MV】MISIA-ラストダンスあなたと丨日本国民奥运歌姬红白压轴湖南卫视歌手唱将米希亚献唱柯南M29高速公路的堕天使主题曲,304,0,0,233,13486246,Mairobin,37
名侦探柯南,8881,1000,BV1gdRKBrEBH,名侦探柯南最喜欢的场景,76,1,0,12,698386328,总会挽留,37
名侦探柯南,8881,1000,BV1HR9YBAEn8,这就是白色大扑棱蛾子的魅力吗,399,3,0,15,471149924,香蕉船象鼻鱼,37
名侦探柯南,8881,1000,BV1QZRKBuE3V,假如名柯有聊天群39,173,2,0,71,484884279,猫小白R,37
名侦探柯南,8881,1000,BV1cmowBEEwJ,童年女神灰原哀第2部,407,1,0,61,1285806983,孤独的天空Al,37
名侦探柯南,8881,1000,BV1UK9qBHExV,[中字]新闻-柯南&龟梨和也联动 介绍棒球职业赛,1076,5,0,152,702964214,少卿大理寺,37
名侦探柯南,8881,1000,BV1Dc9qBRE4Y,[中字]柯南M29 WEBCM「黄金周看柯南篇」,508,3,0,33,702964214,少卿大理寺,37
名侦探柯南,8881,1000,BV1Gc9qBdEBe,【柯哀党精神胜利】官方生锈排名没有小兰？M30新兰丧钟？,3264,18,48,208,668727289,阴晴不定的官配党,37
名侦探柯南,8881,1000,BV1gc9qBdEZB,[中字]柯南M29 TVCM「儿童篇」,751,4,0,31,702964214,少卿大理寺,37
名侦探柯南,8881,1000,BV1ac9qBdEzh,“未来的路一起去探求”,540,10,20,23,354602679,空明流光moonlight,37
名侦探柯南,8881,1000,BV12g9qBUE5s,【名侦探柯南】原来青山早期就暗示新兰不会有护身符，兰未有护身符和哀有护身符,5957,22,5,123,515483337,情绪不定的小仔仔,37
名侦探柯南,8881,1000,BV16n9vBPELT,有人说柯南M29很像业火的向日葵,532,2,0,31,16219537,絶対女王,37
名侦探柯南,8881,1000,BV1TW9eBVEJB,《柯语新讯3周年纪念作品·新兰的恋爱物语 第二部》甜蜜正片。,376,5,4,385,3546859832346810,柯语新讯DCN,37
名侦探柯南,8881,1000,BV1Zb9qBiEHf,【柯哀日快乐】Creepin'up on You,191,3,0,194,1688068929,雲An,37
名侦探柯南,8881,1000,BV1zb9qBiEGe,时间会教我两样东西 就是珍惜和放弃.,7,0,0,26,3706979748939795,小寿星か,38
名侦探柯南,8881,1000,BV1VM9aB1E1y,听灰原哀唱一首《第五十七次取消发送》/“取消发送时你都在想些什么”,11807,71,4,182,149919470,你好我叫冷咖啡,38
名侦探柯南,8881,1000,BV1ve9qBAEWX,名侦探柯南苍  蓝宝石的轮舞曲〖坠落的英雄〗（三）,20,0,0,2756,13488544,黑籽W,38
名侦探柯南,8881,1000,BV1ie9qBAEVW,【安室透中心向｜着魔】任脚下的众神为我铺成一条英雄路！蘸豆吧日本战狼,1079,6,1,32,668574357,熙婉梦溯,38
名侦探柯南,8881,1000,BV1yV9qB2Eqx,工藤新一吃药变回小孩的设定难道是借鉴这个电影？,2039,35,32,934,2514315,喜欢怀旧的晓,38
名侦探柯南,8881,1000,BV1J69eBaEjE,当你喜欢的角色变成兔女郎--工藤有希子篇,539,2,11,36,188874643,七濑巧风SD,38
名侦探柯南,8881,1000,BV1Lj9bBCEd4,【沁阳日语教育柯南老师】日语:劳动节#沁阳日语#沁阳日语教育柯南老师#日语口语 #劳动节日语,123,0,0,33,3546983434291348,沁阳日语教育柯南老师,38
名侦探柯南,8881,1000,BV1sd9vBgEA4,【柯哀】七月的极光 Aurora in July,1268,27,1,422,501870680,小橙君同学WOW,38
名侦探柯南,8881,1000,BV1xR9qBUEY3,侦探对比：雾切响子（外传加持）VS金田一耕助,821,13,0,36,533476793,绯红双王,38
名侦探柯南,8881,1000,BV1CF9BBLE2w,名侦探柯南系列穿搭,57,0,0,12,3706968554343357,轩仔不是轩xz,38
名侦探柯南,8881,1000,BV1Hc9BByEz1,柯南估计要换个星球生活了,1200,5,0,77,2142944945,方冠杰,38
