视频标题,BVID,分P序号,弹幕内容
【柯哀】少年侦探团VS老年侦探团2.0，哀酱：我要裂开了~~,BV17eRFBaEA8,1,感觉有些画面确实更精致了
【柯哀】少年侦探团VS老年侦探团2.0，哀酱：我要裂开了~~,BV17eRFBaEA8,1,好可爱啊哀酱
【柯哀】少年侦探团VS老年侦探团2.0，哀酱：我要裂开了~~,BV17eRFBaEA8,1,生死不明，那就是死了
【柯哀】少年侦探团VS老年侦探团2.0，哀酱：我要裂开了~~,BV17eRFBaEA8,1,应该矫正了，比例协调了，眼距还行，虽说肤色、有棱角这两点还差点。但，我又有动力追《名柯》了～哀我抱走了～
【柯哀】少年侦探团VS老年侦探团2.0，哀酱：我要裂开了~~,BV17eRFBaEA8,1,有力气还能挖掩体
【柯哀】少年侦探团VS老年侦探团2.0，哀酱：我要裂开了~~,BV17eRFBaEA8,1,
【柯哀】少年侦探团VS老年侦探团2.0，哀酱：我要裂开了~~,BV17eRFBaEA8,1,
【柯哀】少年侦探团VS老年侦探团2.0，哀酱：我要裂开了~~,BV17eRFBaEA8,1,
【柯哀】少年侦探团VS老年侦探团2.0，哀酱：我要裂开了~~,BV17eRFBaEA8,1,衣服也很配
【柯哀】少年侦探团VS老年侦探团2.0，哀酱：我要裂开了~~,BV17eRFBaEA8,1,
【柯哀】少年侦探团VS老年侦探团2.0，哀酱：我要裂开了~~,BV17eRFBaEA8,1,
【柯哀】少年侦探团VS老年侦探团2.0，哀酱：我要裂开了~~,BV17eRFBaEA8,1,
名侦探柯南小舞,BV19NRLBiESm,1,
名侦探柯南小舞,BV19NRLBiESm,1,
名侦探柯南小舞,BV19NRLBiESm,1,
