视频标题,BVID,用户名,评论内容
【名柯系列】《水手说》在受人欺负的时候,BV1FrRMBfEiD,超级可爱的小冰槲,？？？怎么回事？
【柯南reaction第119集】白色海滩杀人事件,BV1Tc9YBgEGj,阳光再照圣西罗,这一集和之前抢匪住院那集一样，都是柯南的特别篇漫画漫改（属于官方同人），也是唯二得到漫改的两集，后面就没有对这个特别篇漫画再进行漫改了
【柯南reaction第119集】白色海滩杀人事件,BV1Tc9YBgEGj,善良的小矿工,感谢小伙伴的精彩推荐~送上正片传送门：【https://www.bilibili.com/bangumi/play/ss33378?comment_type=auto&comment_mid=586350333&comment_avid=116492901354559】快来吃下这份安利吧~
【柯南reaction第119集】白色海滩杀人事件,BV1Tc9YBgEGj,三石思露dds,小时候被吓到了[doge][笑哭]
【柯南reaction第119集】白色海滩杀人事件,BV1Tc9YBgEGj,鸢泽_,第一[doge]
【柯南reaction第119集】白色海滩杀人事件,BV1Tc9YBgEGj,gujxfs,有氧潜水那一集怎么没了
【柯南reaction第119集】白色海滩杀人事件,BV1Tc9YBgEGj,雏田-接代肝代打,来了
【柯南reaction第119集】白色海滩杀人事件,BV1Tc9YBgEGj,OvO困了就睡,换封面差点没认出来[doge][吃瓜]
美女警花の灰原哀,BV1ZvRiBiEK8,仙影风道,日本招聘当警察的不是缺人吗拿这个做招募广告一定人员爆表[吃瓜]
美女警花の灰原哀,BV1ZvRiBiEK8,树上的男爵5,若真是这样，琴酒……[doge]
【丰吉手办测评】祖国版名侦探柯南夏日灰原哀手办测评,BV1KhoeBJEX2,鲁鲁修里的车夫,这面雕感觉比原模像[笑哭]
【丰吉手办测评】祖国版名侦探柯南夏日灰原哀手办测评,BV1KhoeBJEX2,善良的小矿工,感谢小伙伴的精彩推荐~送上正片传送门：【https://www.bilibili.com/bangumi/play/ss33378?comment_type=auto&comment_mid=586350333&comment_avid=116452803807120】快来吃下这份安利吧~
【丰吉手办测评】祖国版名侦探柯南夏日灰原哀手办测评,BV1KhoeBJEX2,暗黑式,[吃瓜]泽井先生卖章鱼烧
【丰吉手办测评】祖国版名侦探柯南夏日灰原哀手办测评,BV1KhoeBJEX2,墨渊之地必有溪,来了
【丰吉手办测评】祖国版名侦探柯南夏日灰原哀手办测评,BV1KhoeBJEX2,张正思,可惜了 好款 要是做工好一点就好了
【官方MV】柯南 M29 高速公路的堕天使 主题曲 「ラストダンスあなたと」（与你的最后一舞）,BV1799bB7ESp,芙芙的saber,好喜欢最开始一句，真的开口脆
【官方MV】柯南 M29 高速公路的堕天使 主题曲 「ラストダンスあなたと」（与你的最后一舞）,BV1799bB7ESp,面具影人,是yuma[打call][打call][打call]
【官方MV】柯南 M29 高速公路的堕天使 主题曲 「ラストダンスあなたと」（与你的最后一舞）,BV1799bB7ESp,Matsuda陣平酱,松田抢个沙发
【官方MV】柯南 M29 高速公路的堕天使 主题曲 「ラストダンスあなたと」（与你的最后一舞）,BV1799bB7ESp,CxSallying,还将二代目银牌之神请来拍MV了（他之前滑过MISIA的歌，详情看北冬奥Gala）[doge]
【官方MV】柯南 M29 高速公路的堕天使 主题曲 「ラストダンスあなたと」（与你的最后一舞）,BV1799bB7ESp,大爱绿川光其次是羽生,作为30年柯南老粉且是花样滑冰爱好者，光看mv就已经很感动了
【官方MV】柯南 M29 高速公路的堕天使 主题曲 「ラストダンスあなたと」（与你的最后一舞）,BV1799bB7ESp,ABDULLAHMALIK,[doge][doge][喜欢]
【官方MV】柯南 M29 高速公路的堕天使 主题曲 「ラストダンスあなたと」（与你的最后一舞）,BV1799bB7ESp,脚安娜的慢走不送,米虾解锁新造型
【官方MV】柯南 M29 高速公路的堕天使 主题曲 「ラストダンスあなたと」（与你的最后一舞）,BV1799bB7ESp,颜集枫,姐姐好美[给心心]
【官方MV】柯南 M29 高速公路的堕天使 主题曲 「ラストダンスあなたと」（与你的最后一舞）,BV1799bB7ESp,白夜aby,[打call][打call][打call]
【官方MV】柯南 M29 高速公路的堕天使 主题曲 「ラストダンスあなたと」（与你的最后一舞）,BV1799bB7ESp,OrangeOsmanthus,前奏有点难听。其余部分都不错。
【官方MV】柯南 M29 高速公路的堕天使 主题曲 「ラストダンスあなたと」（与你的最后一舞）,BV1799bB7ESp,rayma53,最后一句，神了。
【柯南reaction第110-111集】盗窃集团别墅事件,BV1919rB3EAn,银魂soul境界,百兽的日语发音和110日语发音一样，然后王的日语发音和O的发音一样，所以百兽之王的发音就是110+O，把O看成0，也就是1100，所以时钟1100之间0和0中间有划痕，让人把110和0分开读想到百兽之王狮子，最后的330也是这种谐音，大概就这种意思，反正这种暗号经常涉及日语谐音，看不懂正常[笑哭]
【柯南reaction第110-111集】盗窃集团别墅事件,BV1919rB3EAn,善良的小矿工,感谢小伙伴的精彩推荐~送上正片传送门：【https://www.bilibili.com/bangumi/play/ss33378?comment_type=auto&comment_mid=586350333&comment_avid=116482533034961】快来吃下这份安利吧~
【柯南reaction第110-111集】盗窃集团别墅事件,BV1919rB3EAn,小哈121,期待早日看到主线[星星眼][星星眼][星星眼]
【柯南reaction第110-111集】盗窃集团别墅事件,BV1919rB3EAn,恐猪族爱玩溜溜球,up要了解，动画有两种，一种是漫改集，一种是原创集。 柯南动画大概到一百三四十集就开始进入青山巅峰期了（虽然动画的人物画风仍然很崩）。大概到快300集开始转电脑作画，到三百三四十集的时候逐渐色调崩坏，青山也逐渐过了创作巅峰期。
【柯南reaction第110-111集】盗窃集团别墅事件,BV1919rB3EAn,阳光再照圣西罗,小五郎是柔道啦哈哈哈
【柯南reaction第110-111集】盗窃集团别墅事件,BV1919rB3EAn,Iridescent丷,离黑衣组织也不远了[doge_金箍]
