视频标题,BVID,用户名,评论内容
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,-铁皮人-,奇怪，不是说过基德智商在新一之上吗，咋感觉全程被带着走呢
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,无名太平洋,不是都塌房了吗？怎么还有这么多人追[脸红]
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,秉烛记闻,基德的智商不是高达400吗？为啥不会破案呀？
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,辰夕茉子,日常削弱基德，实际上在魔术快斗漫画里快斗的推理能力是不弱的，多次推理成功破解谜题，来柯南片场就只能装傻[笑哭]
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,游戏人间的御剑公子,只要有黑暗组织或基德桥段就看[打call]
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,fafa又磕盐,我白白的新一白马基德[大哭][大哭]都没了
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,Chaeely_17,这是第几集啊
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,正在拼命加载昵称,谁这集是用漫画看的？[星星眼]
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,清光然,[桃源_给花花]
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,三角磁力片promax,我靠这画风…没绷住
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,落枫雪落,这是哪一集呀？我还特别想看。
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,星河风向A佳,是漫画剧情还是都动画原创？如果73画的漫画剧情，这剧情……还是早点完结，别再消耗这个IP。
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,是白石鸭,太好了终于找到正常的评论区了[打call]
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,善良的小矿工,感谢小伙伴的精彩推荐~送上正片传送门：【https://www.bilibili.com/bangumi/play/ss33378?comment_type=auto&comment_mid=586350333&comment_avid=116238240059252】快来吃下这份安利吧~
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,伏虎拉奥,白马这是怀疑起柯南了吗
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,You酱的王是King,TV1193-1194（拆分版TV1252-1253） （TV1193）由本社TMS第一工作室制作 构成/分镜：本多康之 演出：中村光太 作画监督：大友健一、津吹明日香、齐藤千惠、青木香菜、铃木FLACO 作画监修：吉见京子 色彩设计：中尾总子 （TV1194）由外包布姆兰工作室制作 构成/分镜：本多康之 演出：户泽稔 作画监督：佐佐木惠子 作画监修：吉见京子 色彩设计：中尾总子
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,bili_44300289363,是漫画第几话，好久没见新一了
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,悔の季,导航呢 哪一集
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,忘了才好吧,主播加油吧
基德白马新一同台戏份终于来了！,BV1v1w7zYE72,卡布叨-深深浅浅,怎么感觉基德命好苦 ，又开始被当嫌疑人了 [笑哭]
