视频标题,BVID,分P序号,弹幕内容
评分9.7！小五郎最认真之作！细节讲解柯南最经典案件之一《汽车爆炸事件的真相》！！,BV1ZtDNBKE7E,1,不贴防窥膜的下场
评分9.7！小五郎最认真之作！细节讲解柯南最经典案件之一《汽车爆炸事件的真相》！！,BV1ZtDNBKE7E,1,别骂了别骂了
评分9.7！小五郎最认真之作！细节讲解柯南最经典案件之一《汽车爆炸事件的真相》！！,BV1ZtDNBKE7E,1,你礼貌吗doge
评分9.7！小五郎最认真之作！细节讲解柯南最经典案件之一《汽车爆炸事件的真相》！！,BV1ZtDNBKE7E,1,你再骂
评分9.7！小五郎最认真之作！细节讲解柯南最经典案件之一《汽车爆炸事件的真相》！！,BV1ZtDNBKE7E,1,突然被攻击了
评分9.7！小五郎最认真之作！细节讲解柯南最经典案件之一《汽车爆炸事件的真相》！！,BV1ZtDNBKE7E,1,你在现场的案件有简单的吗
评分9.7！小五郎最认真之作！细节讲解柯南最经典案件之一《汽车爆炸事件的真相》！！,BV1ZtDNBKE7E,1,好耶更新了
评分9.7！小五郎最认真之作！细节讲解柯南最经典案件之一《汽车爆炸事件的真相》！！,BV1ZtDNBKE7E,1,小惠：你不要过来啊
评分9.7！小五郎最认真之作！细节讲解柯南最经典案件之一《汽车爆炸事件的真相》！！,BV1ZtDNBKE7E,1,简单来说就是周期长，很内卷，内容特别多，还相当繁杂
评分9.7！小五郎最认真之作！细节讲解柯南最经典案件之一《汽车爆炸事件的真相》！！,BV1ZtDNBKE7E,1,西多摩市：怎么又是我
评分9.7！小五郎最认真之作！细节讲解柯南最经典案件之一《汽车爆炸事件的真相》！！,BV1ZtDNBKE7E,1,凶手
评分9.7！小五郎最认真之作！细节讲解柯南最经典案件之一《汽车爆炸事件的真相》！！,BV1ZtDNBKE7E,1,你再骂？！！！
评分9.7！小五郎最认真之作！细节讲解柯南最经典案件之一《汽车爆炸事件的真相》！！,BV1ZtDNBKE7E,1,怎么不赌爷爷？对哦，他爷爷不是侦探
评分9.7！小五郎最认真之作！细节讲解柯南最经典案件之一《汽车爆炸事件的真相》！！,BV1ZtDNBKE7E,1,你再骂！
评分9.7！小五郎最认真之作！细节讲解柯南最经典案件之一《汽车爆炸事件的真相》！！,BV1ZtDNBKE7E,1,别骂了别骂了
评分9.7！小五郎最认真之作！细节讲解柯南最经典案件之一《汽车爆炸事件的真相》！！,BV1ZtDNBKE7E,1,你再骂？
