year,萩原研二,降谷零,诸伏景光,伊达航,江户川柯南,其他
2020,0.4642857142857143,0.18582589285714285,0.18024553571428573,0.09207589285714286,0.03125,0.04631696428571429
2021,0.38748564867967855,0.19001148105625718,0.17393800229621126,0.12342135476463835,0.04707233065442021,0.07807118254879448
2022,0.40724441435341907,0.2092078537576168,0.17840216655382532,0.11712931618144888,0.025050778605280974,0.06296547054840894
2023,0.38398520084566595,0.22489429175475686,0.19978858350951373,0.10306553911205074,0.0330338266384778,0.055232558139534885
2024,0.39476553980370777,0.2044711014176663,0.19683751363140675,0.10141766630316248,0.04416575790621592,0.05834242093784078
2025,0.360378101614809,0.20244190626230799,0.2500984639621898,0.10594722331626624,0.02993304450571091,0.05120126033871603
2026,0.464938126104891,0.19269298762522097,0.16794342958161462,0.0901591043017089,0.041838538597525045,0.04242781378903948
