site,novel_id,title,createDate,bookmarkCount,userName,url,tags_joined,matched_characters_joined,primary_character_proxy
Pixiv,10610626,現状と爆処とコードネーム,2019-01-12T18:22:39+09:00,42,影野マダオ,https://www.pixiv.net/novel/show.php?id=10610626,クロスオーバー | ダブルクロス | 名探偵コナン | 救済 | 男主 | 黒羽盗一 | 萩原研二 | 松田陣平,萩原研二 | 松田阵平,萩原研二
Pixiv,10610000,ツンデレ×鈍感　1,2019-01-12T15:10:43+09:00,546,澄屋　時雨@こぶし済,https://www.pixiv.net/novel/show.php?id=10610000,コナン夢 | 夢主 | 女主人公 | 警察学校組 | 松田陣平 | コナン夢小説100users入り,松田阵平,松田阵平
Pixiv,10608281,トリップしてきた幽霊さん⑤,2019-01-12T00:25:02+09:00,792,心@Twitterやってます,https://www.pixiv.net/novel/show.php?id=10608281,オリ主 | コナン夢 | トリップ | 夢小説 | 松田陣平 | 降谷零 | 諸伏景光 | コナン夢小説300users入り,松田阵平 | 降谷零 | 诸伏景光,松田阵平
Pixiv,10608192,ゆく年くる年,2019-01-12T00:10:45+09:00,91,飛鳥,https://www.pixiv.net/novel/show.php?id=10608192,松田陣平 | 萩原研二 | 諸伏景光 | 松萩 | まじコナ腐向け,松田阵平 | 萩原研二 | 诸伏景光,松田阵平
Pixiv,10607871,名探偵の姉は爆処ダブルエースの仕事中に出くわして褒めた。,2019-01-11T23:20:56+09:00,1917,黒羽,https://www.pixiv.net/novel/show.php?id=10607871,コナン夢 | 萩原研二 | 松田陣平 | オリ主 | コナン夢小説500users入り,萩原研二 | 松田阵平,萩原研二
Pixiv,10607015,親友の真似は確かにしたがハニトラした覚えはない,2019-01-11T20:30:46+09:00,650,ぶー,https://www.pixiv.net/novel/show.php?id=10607015,コナン夢 | 松田陣平 | オリ主 | 萩原研二 | つ、続きを…!,松田阵平 | 萩原研二,松田阵平
Pixiv,10606436,キャリア落ちしたおっちゃんの妹は特命課通称なんでもやる課課長です【完結済】,2019-01-11T17:30:00+09:00,7082,豆助,https://www.pixiv.net/novel/show.php?id=10606436,コナン夢 | 萩原研二 | 諸伏景光 | 警察学校組 | 松田陣平 | シリーズ化希望 | 続きを正座待機 | コナン夢小説長編第一話リンク(完結済) | コナン夢小説5000users入り,萩原研二 | 诸伏景光 | 松田阵平,萩原研二
Pixiv,10606157,気づかないうちに命のやり取りされてるんだけど！,2019-01-11T15:40:34+09:00,172,ヒナタ,https://www.pixiv.net/novel/show.php?id=10606157,コナン夢 | 萩原研二 | 松田陣平 | オリ主 | 起きてー!萩原さん起きてー!(笑),萩原研二 | 松田阵平,萩原研二
Pixiv,10605773,染まる頬,2019-01-11T12:03:54+09:00,434,めあり,https://www.pixiv.net/novel/show.php?id=10605773,夢小説 | コナン夢 | 松田陣平 | コナン夢小説100users入り,松田阵平,松田阵平
Pixiv,10605633,さいごに,2019-01-11T10:30:00+09:00,144,卯月 紫@創作再開,https://www.pixiv.net/novel/show.php?id=10605633,DC夢 | decn夢小説 | コナン夢小説 | ネームレス | ヤンデレ | 萩原研二 | 松田陣平 | 萩原夢小説 | 主人公(ネームレス) | 恋愛,萩原研二 | 松田阵平,萩原研二
Pixiv,10604767,降谷くんの妹ちゃんは前世を思い出した,2019-01-11T00:27:04+09:00,5406,花冷え,https://www.pixiv.net/novel/show.php?id=10604767,コナン夢 | 救済 | 降谷零 | 諸伏景光 | 松田陣平 | 警察学校組 | コナン夢小説3000users入り,降谷零 | 诸伏景光 | 松田阵平,降谷零
Pixiv,10604597,黛さん家の元兄妹の摩天楼【another】,2019-01-11T00:00:11+09:00,456,七星,https://www.pixiv.net/novel/show.php?id=10604597,コナン夢 | オリ主 | クロスオーバー | 松田陣平 | 混合夢小説300users入り | コナン夢小説300users入り,松田阵平,松田阵平
Pixiv,10604033,猫カフェに行ったら推しの名前の猫がいたので構い倒した,2019-01-10T22:20:45+09:00,3478,F.いろは@マイピクプロフ参照,https://www.pixiv.net/novel/show.php?id=10604033,コナン夢 | 松田陣平 | 萩原研二 | 続きを正座待機!!! | 続きはどこですか | コナン夢小説3000users入り,松田阵平 | 萩原研二,松田阵平
Pixiv,10603858,弟は弟でも義弟だった・・・？,2019-01-10T21:50:16+09:00,129,くま,https://www.pixiv.net/novel/show.php?id=10603858,コナン夢 | 松田陣平 | 女主人公 | オリ主,松田阵平,松田阵平
Pixiv,10603379,隣人がカラスと話してる・３,2019-01-10T19:55:40+09:00,1244,いと,https://www.pixiv.net/novel/show.php?id=10603379,コナン夢 | オリ主 | 松田陣平 | シリーズ化ありがとう!! | 待ってました!!! | コナン夢小説500users入り | 女主人公 | 胡桃割りのマツダ | こじれ続ける伝言ゲーム | コナン夢小説1000users入り,松田阵平,松田阵平
Pixiv,10602694,勢いが大事って誰かが言ってた,2019-01-10T15:25:05+09:00,3584,ゆぱぱ,https://www.pixiv.net/novel/show.php?id=10602694,コナン夢 | 萩原研二 | 松田陣平 | オリ主 | 萩原夢 | コナン夢小説800users入り | コナン夢小説1000users入り,萩原研二 | 松田阵平,萩原研二
Pixiv,10602490,俺の親友と娘は喧嘩するほど仲が良いんだよ？,2019-01-10T13:22:43+09:00,155,ヒナタ,https://www.pixiv.net/novel/show.php?id=10602490,コナン夢 | 萩原研二 | 松田陣平 | オリ主,萩原研二 | 松田阵平,萩原研二
Pixiv,10602354,記憶を失った私の前に現れたのは恋人と名乗る男性でした,2019-01-10T12:02:16+09:00,1375,結@隠居,https://www.pixiv.net/novel/show.php?id=10602354,松田陣平 | 萩原研二 | コナン夢 | オリ主 | コナン夢小説1000users入り,松田阵平 | 萩原研二,松田阵平
Pixiv,10601307,０/５，０００，０００，０００,2019-01-10T00:10:51+09:00,327,MooM＠執筆中,https://www.pixiv.net/novel/show.php?id=10601307,コナン夢 | 救済 | 死ネタ | オリ主 | 女主人公 | 松田陣平 | コナン夢小説100users入り,松田阵平,松田阵平
Pixiv,10601303,そういう話は私がいないところでやって下さい 2,2019-01-10T00:09:36+09:00,12393,憂子,https://www.pixiv.net/novel/show.php?id=10601303,コナン夢 | オリ主 | 松田陣平 | 萩原研二 | 降谷零 | 諸伏景光 | 警察学校組 | 続きを正座待機 | 続きをお恵みください | コナン夢小説10000users入り,松田阵平 | 萩原研二 | 降谷零 | 诸伏景光,松田阵平
Pixiv,10600951,親友の子どもが大人になって俺の前に現れた。,2019-01-09T23:19:59+09:00,153,ヒナタ,https://www.pixiv.net/novel/show.php?id=10600951,コナン夢 | 萩原研二 | 松田陣平 | 佐藤美和子 | オリ主,萩原研二 | 松田阵平 | 佐藤美和子,萩原研二
Pixiv,10598379,【夢ノ箱庭４　サンプル】初恋エタニティ　　,2019-01-09T07:01:52+09:00,45,藍里(あいり),https://www.pixiv.net/novel/show.php?id=10598379,コナン夢 | 夢ノ箱庭 | 降谷零 | 景光 | 萩原研二 | 松田陣平,降谷零 | 诸伏景光 | 萩原研二 | 松田阵平,降谷零
Pixiv,10597937,【後日談】この国の防衛ラインは、仲間たちとプールへ行く（後編）,2019-01-09T01:11:21+09:00,73,流依,https://www.pixiv.net/novel/show.php?id=10597937,コナン夢 | 降谷零 | 景光 | 萩原研二 | 松田陣平 | 宮野志保 | オリキャラ主 | オリジナルキャラ | 俺娘,降谷零 | 诸伏景光 | 萩原研二 | 松田阵平,降谷零
Pixiv,10597924,Cherry Blossom,2019-01-09T01:09:22+09:00,223,MooM＠執筆中,https://www.pixiv.net/novel/show.php?id=10597924,腐向け | 景零 | 萩松 | 伊達航 | 諸伏景光 | 松田陣平 | 降谷零 | コナン小説100users入り,伊达航 | 诸伏景光 | 松田阵平 | 降谷零,伊达航
Pixiv,10597515,私にはかれがわからない,2019-01-09T00:00:06+09:00,2845,見吉,https://www.pixiv.net/novel/show.php?id=10597515,コナン夢 | 松田陣平 | コナン夢小説1000users入り,松田阵平,松田阵平
Pixiv,10596695,松田さんと朝チュン（逃亡）,2019-01-08T21:46:32+09:00,1282,夏目,https://www.pixiv.net/novel/show.php?id=10596695,松田陣平 | オリ主 | コナン夢 | 続きを全裸待機!,松田阵平,松田阵平
Pixiv,10596004,隣人がカラスと話してる・２,2019-01-08T18:47:57+09:00,1201,いと,https://www.pixiv.net/novel/show.php?id=10596004,コナン夢 | オリ主 | 松田陣平 | シリーズ化希望 | 女主人公 | コナン夢小説500users入り,松田阵平,松田阵平
Pixiv,10595972,隣人がカラスと話してる・１,2019-01-08T18:40:08+09:00,4702,いと,https://www.pixiv.net/novel/show.php?id=10595972,コナン夢 | オリ主 | 松田陣平 | 女主人公 | コナン夢小説3000users入り,松田阵平,松田阵平
Pixiv,10595068,【ちょっと】君は絶対に疲れている【考え直せ】,2019-01-08T11:43:32+09:00,275,瀬戸内,https://www.pixiv.net/novel/show.php?id=10595068,コナン夢 | オリ主 | 松田陣平 | スコッチ | 警察学校組,松田阵平 | 诸伏景光,松田阵平
Pixiv,10593320,Twitter、小説まとめ2,2019-01-07T22:23:54+09:00,49,秋月,https://www.pixiv.net/novel/show.php?id=10593320,コナン夢 | 夢主 | 諸伏景光 | 萩原研二 | 松田陣平,诸伏景光 | 萩原研二 | 松田阵平,诸伏景光
Pixiv,10592869,もつれた関係は修復出来るのかなって寝ている俺が言う事でもないか。,2019-01-07T20:57:59+09:00,149,ヒナタ,https://www.pixiv.net/novel/show.php?id=10592869,コナン夢 | 萩原研二 | 松田陣平 | オリ主,萩原研二 | 松田阵平,萩原研二
Pixiv,10592392,幸せな結婚生活を守るために頑張る元警察官の話,2019-01-07T18:56:48+09:00,6070,陸,https://www.pixiv.net/novel/show.php?id=10592392,コナン夢 | 松田陣平 | スコッチ | 伊達航 | オリ主 | コナン夢小説3000users入り,松田阵平 | 诸伏景光 | 伊达航,松田阵平
Pixiv,10592148,必ず推しが死ぬ私とそれを知らない幼なじみ,2019-01-07T17:37:27+09:00,587,牡丹（マイピク基本的に承認）,https://www.pixiv.net/novel/show.php?id=10592148,コナン夢 | 女主 | 松田陣平 | 萩原研二 | 警察学校組 | ※キャラ崩壊注意 | コナン夢小説500users入り,松田阵平 | 萩原研二,松田阵平
Pixiv,10590551,未来の爆処を囲いたい⑥,2019-01-07T01:34:01+09:00,354,ちえぞう(chiezou),https://www.pixiv.net/novel/show.php?id=10590551,コナン夢 | ショタ | 男主 | 松田陣平 | 腐向け | 萩原研二,松田阵平 | 萩原研二,松田阵平
Pixiv,10590460,幸せなら、勝手に笑顔になってしまうものだろう,2019-01-07T01:13:41+09:00,1278,ミア,https://www.pixiv.net/novel/show.php?id=10590460,コナン夢 | オリ主 | 松田陣平 | コナン夢小説300users入り,松田阵平,松田阵平
Pixiv,10589016,ぶたいうら！(彼),2019-01-06T22:00:50+09:00,1695,結@隠居,https://www.pixiv.net/novel/show.php?id=10589016,松田陣平 | コナン夢 | 萩原研二 | オリ主 | 転生 | 逆行 | 続きを正座待機 | コナン夢小説1000users入り,松田阵平 | 萩原研二,松田阵平
Pixiv,10588637,見ざる聞かざる言わざるになってしまうね。,2019-01-06T21:10:11+09:00,145,ヒナタ,https://www.pixiv.net/novel/show.php?id=10588637,コナン夢 | 萩原研二 | 松田陣平 | 景光 | 降谷零 | オリ主,萩原研二 | 松田阵平 | 诸伏景光 | 降谷零,萩原研二
Pixiv,10588094,神様なんていなかった,2019-01-06T19:27:43+09:00,101,しの,https://www.pixiv.net/novel/show.php?id=10588094,コナン夢 | 男主人公 | 松田陣平 | 腐向け | BLD,松田阵平,松田阵平
Pixiv,10586002,松田くんとは幼馴染ですが何か？6,2019-01-06T10:07:52+09:00,426,もっきー,https://www.pixiv.net/novel/show.php?id=10586002,オリ主 | コナン夢 | 松田夢 | 萩原研二 | 松田陣平,松田阵平 | 萩原研二,松田阵平
Pixiv,10584996,松田の従兄妹は観覧車が怖い,2019-01-06T01:05:18+09:00,843,みゆう②,https://www.pixiv.net/novel/show.php?id=10584996,コナン夢 | 松田陣平 | 萩原研二 | コナン夢小説500users入り,松田阵平 | 萩原研二,松田阵平
Pixiv,10584875,任務：米花町を歴史修正主義者より防衛せよ【各個√】,2019-01-06T00:44:35+09:00,167,しお丸@モチベ戻ってこい,https://www.pixiv.net/novel/show.php?id=10584875,名探偵コナン | 刀剣乱舞 | クロスオーバー | 松田陣平 | 薬研藤四郎 | 厚藤四郎 | 信濃藤四郎 | こぼれ桜の回想 | 混合小説100users入り,松田阵平,松田阵平
Pixiv,10584541,パパと私の非日常②,2019-01-06T00:00:05+09:00,518,結衣,https://www.pixiv.net/novel/show.php?id=10584541,DC夢 | コナン夢 | 松田陣平 | 松田陣平がパパ | 松田陣平と幼女 | 萩原研二,松田阵平 | 萩原研二,松田阵平
Pixiv,10584522,命日になんてさせない。,2019-01-05T23:59:59+09:00,198,あきと,https://www.pixiv.net/novel/show.php?id=10584522,松萩 | 松田陣平 | 萩原研二 | まじコナ腐100users入り,松田阵平 | 萩原研二,松田阵平
Pixiv,10584293,3.過ぎた奇跡と本当の願い,2019-01-05T23:27:01+09:00,247,流依,https://www.pixiv.net/novel/show.php?id=10584293,コナン夢 | 景光 | 降谷零 | 松田陣平 | 萩原研二 | 伊達航 | オリキャラ主 | 救済 | 逆行,诸伏景光 | 降谷零 | 松田阵平 | 萩原研二 | 伊达航,诸伏景光
Pixiv,10582169,【お知らせ】夢箱宣伝＆フォロワー様感謝企画について,2019-01-05T16:05:00+09:00,21,悠（ユゥ）,https://www.pixiv.net/novel/show.php?id=10582169,お知らせ | コナン夢 | 松田陣平,松田阵平,松田阵平
Pixiv,10581964,いろんな人との恋のお話,2019-01-05T14:52:10+09:00,160,菜多 盟,https://www.pixiv.net/novel/show.php?id=10581964,コナン夢 | オリ主 | 諸伏景光 | 松田陣平 | 萩原研二 | 降谷零 | コナン夢小説100users入り,诸伏景光 | 松田阵平 | 萩原研二 | 降谷零,诸伏景光
Pixiv,10581877,推しの姉になったので一緒に登校する,2019-01-05T14:21:58+09:00,2044,F.いろは@マイピクプロフ参照,https://www.pixiv.net/novel/show.php?id=10581877,コナン夢 | 松田陣平 | 萩原研二 | コナン夢小説1000users入り,松田阵平 | 萩原研二,松田阵平
Pixiv,10581090,前世持ちの腐男子は過去を語る,2019-01-05T07:00:57+09:00,903,雷河,https://www.pixiv.net/novel/show.php?id=10581090,コナン夢 | 男主人公 | 腐向け | 景光 | スコッチ | 松田陣平 | 萩原研二 | 大和敢助 | コナン夢小説300users入り,诸伏景光 | 松田阵平 | 萩原研二,诸伏景光
Pixiv,10580991,ああ、この人だ,2019-01-05T04:56:40+09:00,2085,ひまわり,https://www.pixiv.net/novel/show.php?id=10580991,コナン夢 | 松田陣平 | コナン夢小説1000users入り,松田阵平,松田阵平
Pixiv,10579393,不運から幸運へ,2019-01-04T22:28:55+09:00,221,mami,https://www.pixiv.net/novel/show.php?id=10579393,コナン夢 | オリ主 | 松田陣平 | 警察学校組,松田阵平,松田阵平
Pixiv,10579291,脳内の天使と悪魔が俺を惑わせるんだけど！,2019-01-04T22:08:14+09:00,185,ヒナタ,https://www.pixiv.net/novel/show.php?id=10579291,コナン夢 | 萩原研二 | 松田陣平 | 景光 | オリ主,萩原研二 | 松田阵平 | 诸伏景光,萩原研二
Pixiv,10579210,元同期たちと会ったのは彼のせい...？,2019-01-04T21:54:11+09:00,251,花梨,https://www.pixiv.net/novel/show.php?id=10579210,コナン夢 | 女主人公 | いいだしっぺの法則 | 松田陣平 | 萩原研二 | 伊達航 | バーボン | スコッチ | 捏造注意,松田阵平 | 萩原研二 | 伊达航 | 诸伏景光,松田阵平
Pixiv,10577911,幼馴染みは変わっていく,2019-01-04T16:00:43+09:00,1519,結衣,https://www.pixiv.net/novel/show.php?id=10577911,DC夢 | コナン夢 | 松田陣平,松田阵平,松田阵平
Pixiv,10577812,魔法少女はまだ生きる,2019-01-04T15:24:13+09:00,101,luki,https://www.pixiv.net/novel/show.php?id=10577812,名探偵コナン | コナン夢 | 女主人公 | 降谷零 | 安室透 | 松田陣平,降谷零 | 松田阵平,降谷零
Pixiv,10577506,#2 警察学校組と兄妹になって一緒に買い物に行く,2019-01-04T13:04:28+09:00,314,成瀬,https://www.pixiv.net/novel/show.php?id=10577506,コナン夢 | 警察学校組 | 降谷零 | 諸伏景光 | 萩原研二 | 松田陣平,降谷零 | 诸伏景光 | 萩原研二 | 松田阵平,降谷零
Pixiv,10577102,【ネタ】伊達さん♀はフラグが建ちすぎている,2019-01-04T09:41:57+09:00,1512,サブロー,https://www.pixiv.net/novel/show.php?id=10577102,コナン夢 | 成り代わり | 警察学校組 | 女体化 | 転生 | 続いたりしませんか?lω・`)ﾁﾗｯ | キャプションに同意しかない | コナン夢小説1000users入り | 続きを全裸待機! | シリーズ化希望,,
Pixiv,10577038,体調不良で病院に行ったら何かを見つけた,2019-01-04T09:05:14+09:00,663,せいづき りん@あいざき,https://www.pixiv.net/novel/show.php?id=10577038,コナン夢 | オリ主 | 救済 | 松田陣平 | 警察学校組,松田阵平,松田阵平
Pixiv,10576258,従兄弟のお兄ちゃんと初詣に行く話。,2019-01-04T00:54:13+09:00,731,久遠,https://www.pixiv.net/novel/show.php?id=10576258,コナン夢 | 松田陣平 | コナン夢小説500users入り,松田阵平,松田阵平
Pixiv,10575556,「あれ、私の記憶となんか違う？」,2019-01-03T23:05:24+09:00,174,あまとう,https://www.pixiv.net/novel/show.php?id=10575556,コナン夢 | 警察学校組 | オリ主 | 救済 | トリップ | 名探偵コナン | 松田陣平,松田阵平,松田阵平
Pixiv,10574659,死なれたくない死神。,2019-01-03T20:34:14+09:00,176,安否確認の山田,https://www.pixiv.net/novel/show.php?id=10574659,コナン夢 | DC夢 | 男主 | 腐向け | 萩原研二 | 松田陣平,萩原研二 | 松田阵平,萩原研二
Pixiv,10574435,姑息な悪い男の人って仲良くなってから実行するもんだって。,2019-01-03T19:35:03+09:00,172,ヒナタ,https://www.pixiv.net/novel/show.php?id=10574435,コナン夢 | 萩原研二 | 松田陣平 | 景光 | オリ主,萩原研二 | 松田阵平 | 诸伏景光,萩原研二
Pixiv,10571970,Citron Wedding,2019-01-03T01:25:26+09:00,75,MooM＠執筆中,https://www.pixiv.net/novel/show.php?id=10571970,コナン夢 | 腐向け | オリ主 | 松萩 | 萩松 | 萩原研二 | 松田陣平 | 降谷零 | 勘違い,萩原研二 | 松田阵平 | 降谷零,萩原研二
Pixiv,10571507,パパと私の非日常①,2019-01-03T00:00:05+09:00,2115,結衣,https://www.pixiv.net/novel/show.php?id=10571507,DC夢 | コナン夢 | 松田陣平 | 松田陣平がパパ | 松田陣平と幼女,松田阵平,松田阵平
Pixiv,10569797,キレてもいいよな？,2019-01-02T17:33:07+09:00,613,saku@,https://www.pixiv.net/novel/show.php?id=10569797,コナン夢 | コナン夢小説100users入り | 男主人公 | 松田陣平 | 萩原研二,松田阵平 | 萩原研二,松田阵平
Pixiv,10569662,推しの笑顔のための決意,2019-01-02T16:46:28+09:00,215,まる,https://www.pixiv.net/novel/show.php?id=10569662,コナン夢 | 松田陣平,松田阵平,松田阵平
Pixiv,10569561,俺が些細な事だと思っていることは普通の所では些細じゃないんだな。,2019-01-02T16:04:18+09:00,168,ヒナタ,https://www.pixiv.net/novel/show.php?id=10569561,コナン夢 | 萩原研二 | 松田陣平 | オリ主,萩原研二 | 松田阵平,萩原研二
Pixiv,10568247,ちゃんと確認してから開けましょう、松田さん,2019-01-02T02:43:58+09:00,4197,憂子,https://www.pixiv.net/novel/show.php?id=10568247,コナン夢 | 松田陣平 | オリ主 | 続編希望! | 続きを全裸待機! | コナン夢小説3000users入り,松田阵平,松田阵平
Pixiv,10567857,続·地雷CPの世界線にトラ転したので消えることにしました,2019-01-02T00:48:53+09:00,2391,さくま,https://www.pixiv.net/novel/show.php?id=10567857,コナン夢 | DC夢 | 女主人公 | 松田陣平 | 転生 | 続きを全裸待機 | コナン夢小説1000users入り | スクロールバーが仕事しない | 続編を全裸待機!,松田阵平,松田阵平
Pixiv,10567416,【後日談】この国の防衛ラインは、仲間たちとプールへ行く（中編）,2019-01-01T23:39:28+09:00,64,流依,https://www.pixiv.net/novel/show.php?id=10567416,コナン夢 | 降谷零 | 景光 | 松田陣平 | 萩原研二 | 宮野志保 | オリキャラ主 | オリジナルキャラ | 俺娘,降谷零 | 诸伏景光 | 松田阵平 | 萩原研二,降谷零
Pixiv,10566748,今年の抱負：落とす,2019-01-01T21:41:00+09:00,545,noco.ｍ,https://www.pixiv.net/novel/show.php?id=10566748,DC夢 | コナン夢 | 二次創作 | 松田陣平,松田阵平,松田阵平
Pixiv,10566737,【後日談】この国の防衛ラインは、仲間たちとプールへ行く（前編）,2019-01-01T21:39:47+09:00,58,流依,https://www.pixiv.net/novel/show.php?id=10566737,コナン夢 | 降谷零 | 景光 | 松田陣平 | 萩原研二 | 宮野志保 | オリキャラ主 | オリジナルキャラ | 俺娘,降谷零 | 诸伏景光 | 松田阵平 | 萩原研二,降谷零
Pixiv,10564863,シガーキスごっこ,2019-01-01T11:44:46+09:00,556,よつば,https://www.pixiv.net/novel/show.php?id=10564863,コナン夢 | 女主人公 | 松田陣平,松田阵平,松田阵平
Pixiv,10563695,ゆく年くる年大パーティ,2019-01-01T01:18:20+09:00,384,心@Twitterやってます,https://www.pixiv.net/novel/show.php?id=10563695,ウイスキートリオ | オリ主 | コナン夢 | トリップ | 夢小説 | 松田陣平 | 萩原研二,松田阵平 | 萩原研二,松田阵平
Pixiv,10563671,カウントダウン小話【萩松】,2019-01-01T01:14:06+09:00,36,スギモトカズ,https://www.pixiv.net/novel/show.php?id=10563671,腐向け | 萩松 | 萩原研二 | 松田陣平,萩原研二 | 松田阵平,萩原研二
Pixiv,10563325,特別だと思っていい？,2019-01-01T00:20:56+09:00,274,さくら@低浮上,https://www.pixiv.net/novel/show.php?id=10563325,コナン夢 | オリ主 | 松田陣平 | 救済 | 転生,松田阵平,松田阵平
Pixiv,10563271,年始年末の松田受けＳＳ,2019-01-01T00:13:36+09:00,335,直人,https://www.pixiv.net/novel/show.php?id=10563271,腐向け | K松 | 降松 | 景松 | 風松 | 萩松 | まじコナ腐300users入り,,
Pixiv,10563254,私があなたを生かしてみせる,2019-01-01T00:11:23+09:00,303,さくら@低浮上,https://www.pixiv.net/novel/show.php?id=10563254,コナン夢 | オリ主 | 救済 | 松田陣平 | 転生,松田阵平,松田阵平
Pixiv,10563177,新年あけましておめでとうございます,2019-01-01T00:03:58+09:00,313,茄茅,https://www.pixiv.net/novel/show.php?id=10563177,あけましておめでとうございます | 新年 | オリキャラ,,
Pixiv,10563098,番外編3：お正月,2019-01-01T00:00:38+09:00,55,陵葉夜空,https://www.pixiv.net/novel/show.php?id=10563098,名探偵コナン | 松田陣平 | 萩原研二 | 諸伏景光 | 伊達航 | コナン夢 | オリキャラ注意,松田阵平 | 萩原研二 | 诸伏景光 | 伊达航,松田阵平
Pixiv,10563054,鬼灯ではなく柊,2019-01-01T00:00:22+09:00,847,狐唄,https://www.pixiv.net/novel/show.php?id=10563054,名探偵コナン | 刀剣乱舞 | にっかり青江(刀剣乱舞) | クロスオーバー | 松田陣平 | 警察学校組 | 混合小説500users入り,松田阵平,松田阵平
Pixiv,10562944,愛しき暁風,2019-01-01T00:00:07+09:00,152,心月,https://www.pixiv.net/novel/show.php?id=10562944,松田陣平 | オリ主 | コナン夢 | 萩原研二,松田阵平 | 萩原研二,松田阵平
Pixiv,10561780,君の髪を撫でる風になりたい,2018-12-31T22:20:34+09:00,78,ちえぞう(chiezou),https://www.pixiv.net/novel/show.php?id=10561780,オリキャラ | コナン夢 | 松田陣平,松田阵平,松田阵平
Pixiv,10561304,【後日談1】大人になった向日葵少女と松田さんと初めての大晦日の話,2018-12-31T21:12:24+09:00,218,ナコ,https://www.pixiv.net/novel/show.php?id=10561304,オリ主 | コナン夢 | 松田陣平,松田阵平,松田阵平
Pixiv,10560544,そうだ、看病しよう,2018-12-31T18:49:06+09:00,276,usaneko(うさねこ),https://www.pixiv.net/novel/show.php?id=10560544,警察学校組 | 降谷零 | 景光 | 萩原研二 | 松田陣平 | 伊達航,降谷零 | 诸伏景光 | 萩原研二 | 松田阵平 | 伊达航,降谷零
Pixiv,10560426,ドタバタ騒ぎの大晦日,2018-12-31T18:26:30+09:00,119,ルーナ@現在ROM専,https://www.pixiv.net/novel/show.php?id=10560426,名探偵コナン | 警察学校組 | 降谷零 | 萩原研二 | 松田陣平 | 伊達航 | 諸伏景光 | 風見裕也,降谷零 | 萩原研二 | 松田阵平 | 伊达航 | 诸伏景光,降谷零
Pixiv,10560372,お付き合いしたので報告しました。,2018-12-31T18:18:13+09:00,555,珠々@マイピク申請受付停止中,https://www.pixiv.net/novel/show.php?id=10560372,コナン夢 | 名探偵コナン夢 | 黒子のバスケ | クロスオーバー | 松田陣平,松田阵平,松田阵平
Pixiv,10559219,ssまとめ,2018-12-31T14:11:01+09:00,95,櫻井さくら,https://www.pixiv.net/novel/show.php?id=10559219,コナン夢 | 松田陣平 | 萩原研二 | 景光 | 降谷零 | 風見裕也,松田阵平 | 萩原研二 | 诸伏景光 | 降谷零,松田阵平
Pixiv,10559195,DECN夢まとめ そのいち,2018-12-31T14:03:47+09:00,31,作楽碧里,https://www.pixiv.net/novel/show.php?id=10559195,DC夢 | オリ主 | コナン夢 | 安室透 | 松田陣平 | 降谷零 | 灰原哀 | まとめ,降谷零 | 松田阵平,降谷零
Pixiv,10559127,久しぶりに友人に会ったと思ったら会社を辞めることになりました,2018-12-31T13:48:54+09:00,484,樹良,https://www.pixiv.net/novel/show.php?id=10559127,コナン夢 | 女主 | オリ主 | 松田陣平,松田阵平,松田阵平
Pixiv,10557574,育て屋の娘と雨の日の出会い,2018-12-31T02:08:44+09:00,284,萩野おはぎ,https://www.pixiv.net/novel/show.php?id=10557574,オリ主 | クロスオーバー | コナン夢 | ポケモン | 夢 | 松田陣平,松田阵平,松田阵平
Pixiv,10557556,【番外編】平凡小説家と年の瀬,2018-12-31T02:03:32+09:00,292,夢兎(ﾕﾒﾄ),https://www.pixiv.net/novel/show.php?id=10557556,コナン夢 | オリ主 | 安室透 | 転生 | 諸伏景光 | 松田陣平 | 萩原研二 | 警察学校組,降谷零 | 诸伏景光 | 松田阵平 | 萩原研二,降谷零
Pixiv,10557108,未来の爆処を囲いたい⑤,2018-12-31T00:35:16+09:00,345,ちえぞう(chiezou),https://www.pixiv.net/novel/show.php?id=10557108,オリ主 | コナン夢 | ショタ | 松田陣平 | 萩原研二 | 腐向け | 男主,松田阵平 | 萩原研二,松田阵平
Pixiv,10556720,友達だと思っていた同期に思いがけず告白された話,2018-12-30T23:51:54+09:00,1151,小梅,https://www.pixiv.net/novel/show.php?id=10556720,コナン夢 | オリ主 | 松田陣平 | コナン夢小説300users入り | コナン夢小説500users入り,松田阵平,松田阵平
Pixiv,10556279,◎幼馴染み？いえ、赤の他人ですが？◎,2018-12-30T22:55:07+09:00,3814,かがみ月,https://www.pixiv.net/novel/show.php?id=10556279,コナン夢 | 男主 | 松田陣平 | 警察学校組 | 腐向け | もっと評価されるべき | コナン夢小説3000users入り | 受主,松田阵平,松田阵平
Pixiv,10555459,浴衣浴衣！娘の浴衣姿にワクワクしているダメな父親です！,2018-12-30T20:26:39+09:00,167,ヒナタ,https://www.pixiv.net/novel/show.php?id=10555459,コナン夢 | 萩原研二 | 松田陣平 | オリ主,萩原研二 | 松田阵平,萩原研二
Pixiv,10555063,罰ゲームで松田君に告白したらOKされちゃったので振られたい！,2018-12-30T18:40:01+09:00,1762,松本 和樹,https://www.pixiv.net/novel/show.php?id=10555063,コナン夢 | オリ主 | 松田陣平 | 続きを全裸待機!!(ﾊﾞｯ | コナン夢小説1000users入り,松田阵平,松田阵平
